,0,1,2,3,4,5,6
47,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,1.0,0.0,0.0,0.0,0.0
171,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,0.0,0.0,0.0,1.0,0.0,0.0,0.0
154,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,1.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,0.0,0.0,0.0,0.0,0.0,0.0,1.0
130,1.0,0.0,0.0,0.0,0.0,0.0,0.0
