SampleSize,LossFunction,Accuracy
30,0.5212429165840149,0.9333333373069763
58,0.4854904115200043,0.9137930870056152
73,0.8795041441917419,0.931506872177124
40,0.48833781480789185,0.949999988079071
31,0.3668781518936157,0.9354838728904724
99,0.5469685792922974,0.9494949579238892
110,1.4178467988967896,0.8999999761581421
111,0.6481520533561707,0.9369369149208069
118,1.363106608390808,0.9237288236618042
47,0.14996308088302612,0.978723406791687
40,0.760041356086731,0.925000011920929
152,0.550997257232666,0.9539473652839661
162,0.9252127408981323,0.9320987462997437
39,1.6409029960632324,0.8974359035491943
31,1.2803701162338257,0.9032257795333862
65,0.5385427474975586,0.9230769276618958
57,0.5444801449775696,0.9649122953414917
110,0.4725351631641388,0.9545454382896423
143,1.0781102180480957,0.9370629191398621
164,0.6539222002029419,0.9268292784690857
173,0.4564179480075836,0.9364162087440491
100,0.6267653107643127,0.9300000071525574
136,0.4527907967567444,0.9558823704719543
166,0.5120142102241516,0.9518072009086609
168,0.862952470779419,0.9345238208770752
114,0.9395768046379089,0.9298245906829834
72,0.009085290133953094,1.0
160,0.7972528338432312,0.925000011920929
107,1.1006683111190796,0.9158878326416016
115,0.8795050382614136,0.904347836971283
146,0.5437842011451721,0.9520547986030579
152,0.9500247836112976,0.9276315569877625
123,0.616563618183136,0.9512194991111755
70,1.0313005447387695,0.9142857193946838
33,1.1783591508865356,0.9090909361839294
123,0.5005693435668945,0.9593495726585388
103,0.8891716599464417,0.9223300814628601
164,0.5725301504135132,0.9512194991111755
165,0.7642316222190857,0.9333333373069763
99,1.0282104015350342,0.9292929172515869
176,0.5967857241630554,0.9545454382896423
103,0.48655322194099426,0.9223300814628601
168,0.6662676930427551,0.9226190447807312
162,0.4131694436073303,0.9506173133850098
45,0.014729057438671589,1.0
89,0.9169427156448364,0.9213483333587646
71,1.4086686372756958,0.8732394576072693
76,1.115747332572937,0.9210526347160339
165,0.6679783463478088,0.9454545378684998
73,1.3712735176086426,0.9041095972061157
117,0.2901548147201538,0.9658119678497314
130,0.8741445541381836,0.9384615421295166
89,0.7550233006477356,0.9438202381134033
35,0.35788244009017944,0.9714285731315613
105,0.6157276034355164,0.9333333373069763
149,0.844573974609375,0.9194630980491638
154,0.4677076041698456,0.9545454382896423
73,1.8275803327560425,0.8767123222351074
107,0.5591130256652832,0.9439252614974976
107,0.647575318813324,0.9345794320106506
63,1.4724737405776978,0.8888888955116272
66,0.5256315469741821,0.9545454382896423
79,0.27426835894584656,0.9620253443717957
99,0.5891842842102051,0.9595959782600403
144,0.9338223934173584,0.9166666865348816
54,0.29041311144828796,0.9629629850387573
151,0.3479316234588623,0.9668874144554138
126,0.4804971218109131,0.9523809552192688
94,0.31676116585731506,0.9680851101875305
118,0.694138765335083,0.9322034120559692
70,0.852727472782135,0.9428571462631226
115,1.4463779926300049,0.895652174949646
159,0.8330041766166687,0.9182389974594116
74,0.00510223675519228,1.0
132,0.9747587442398071,0.8939393758773804
55,0.24420422315597534,0.9636363387107849
150,0.4813891053199768,0.9599999785423279
38,0.19560445845127106,0.9736841917037964
87,0.9073761701583862,0.931034505367279
101,1.1129339933395386,0.9207921028137207
77,0.2633555233478546,0.9740259647369385
95,0.25974905490875244,0.9789473414421082
83,0.524591326713562,0.9638554453849792
117,0.3570517897605896,0.9658119678497314
74,0.8770049810409546,0.9459459185600281
136,1.0575779676437378,0.904411792755127
71,0.406745970249176,0.9295774698257446
168,0.8290871977806091,0.9345238208770752
177,0.9253960847854614,0.909604549407959
108,0.8394656777381897,0.9444444179534912
67,0.6047967076301575,0.9104477763175964
96,1.1764432191848755,0.9166666865348816
75,0.007385128177702427,1.0
73,0.6279740929603577,0.9452054500579834
128,1.2294926643371582,0.90625
132,0.7929098010063171,0.9166666865348816
52,0.9768637418746948,0.8653846383094788
158,0.37525680661201477,0.9683544039726257
120,0.7334672212600708,0.9416666626930237
166,0.6718178987503052,0.9337349534034729
45,0.7056816816329956,0.9111111164093018
131,0.776086151599884,0.9312977194786072
94,0.523759663105011,0.957446813583374
78,0.9741185307502747,0.9230769276618958
140,0.6880986094474792,0.9357143044471741
85,1.5598984956741333,0.8705882430076599
46,0.8157329559326172,0.95652174949646
43,0.7213141918182373,0.9069767594337463
141,0.8163289427757263,0.9432623982429504
176,1.1012870073318481,0.9147727489471436
159,0.5632665157318115,0.955974817276001
174,0.8321743011474609,0.9367815852165222
62,1.3557478189468384,0.8870967626571655
88,0.8137097954750061,0.9431818127632141
40,1.089024305343628,0.925000011920929
135,1.6238327026367188,0.8740741014480591
140,0.5604203939437866,0.9571428298950195
166,0.8253411650657654,0.9337349534034729
61,0.2877459228038788,0.9672130942344666
67,1.2187979221343994,0.9253731369972229
92,0.7006486058235168,0.95652174949646
73,0.8591612577438354,0.931506872177124
32,0.5506514310836792,0.9375
167,0.8832745552062988,0.9041916131973267
167,1.037510633468628,0.9281437397003174
172,0.4964328110218048,0.9593023061752319
155,0.5472896695137024,0.9354838728904724
161,0.5511045455932617,0.9316770434379578
163,0.9023827910423279,0.9325153231620789
172,0.5730405449867249,0.9651162624359131
67,0.16526533663272858,0.9701492786407471
92,0.9211799502372742,0.9130434989929199
61,0.46094465255737305,0.9344262480735779
34,0.799540102481842,0.9411764740943909
75,0.8123525381088257,0.9466666579246521
40,1.787769178918097e-05,1.0
87,0.5353432893753052,0.954023003578186
56,0.6129879355430603,0.9464285969734192
124,1.0222476720809937,0.9193548560142517
122,1.1149874925613403,0.9180327653884888
179,0.7242109179496765,0.9441340565681458
57,0.0026044375263154507,1.0
110,0.7597609162330627,0.9363636374473572
63,1.3350874185562134,0.9047619104385376
76,0.6190840601921082,0.9342105388641357
60,0.8759361505508423,0.9333333373069763
132,0.589638888835907,0.9545454382896423
139,0.8922367691993713,0.935251772403717
69,0.609032154083252,0.9275362491607666
171,0.8540182113647461,0.9298245906829834
